EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,NDESCRIPTIVETRIALS,LEARNINGMODE,PREFERREDROUTE,CONTROLROUTE_C,TREATMENTROUTE_T,PREFERREDDIRECTION,CONTROLALTERNATIVE_C,TREATMENTALTERNATIVE_T,PREFERREDALTERNATIVE_T
descriptiveTreatmentCondition1,48,C00,3,6,3,11,7,7,18072017,103308,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,48,C00,1,2,2,2,8,8,18072017,103312,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveTreatmentCondition1,48,C00,2,6,4,6,9,9,18072017,103321,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,48,C00,2,6,1,3,10,10,18072017,103326,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveTreatmentCondition1,48,C00,3,6,4,12,11,11,18072017,103333,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveTreatmentCondition1,48,C00,2,6,5,7,12,12,18072017,103337,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,48,C00,2,6,2,4,13,13,18072017,103341,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveTreatmentCondition1,48,C00,3,6,5,13,14,14,18072017,103347,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveControl,47,B00,1,2,1,1,1,1,18072017,103500,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveControl,47,B00,3,6,2,10,2,2,18072017,103505,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveControl,47,B00,2,6,2,4,3,3,18072017,103511,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,47,B00,2,6,4,6,4,4,18072017,103517,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveControl,47,B00,2,6,3,5,5,5,18072017,103523,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveControl,47,B00,3,6,4,12,6,6,18072017,103534,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveControl,47,B00,2,6,5,7,7,7,18072017,103537,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveControl,47,B00,3,6,5,13,8,8,18072017,103541,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveControl,47,B00,3,6,1,9,9,9,18072017,103546,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,47,B00,3,6,3,11,10,10,18072017,103550,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,47,B00,2,6,1,3,11,11,18072017,103553,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,47,B00,1,2,2,2,12,12,18072017,103555,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,47,B00,3,6,6,14,13,13,18072017,103558,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,47,B00,2,6,6,8,14,14,18072017,103602,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,46,A00,2,6,6,8,1,1,18072017,103001,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,46,A00,2,6,1,3,2,2,18072017,103008,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,46,A00,2,6,4,6,3,3,18072017,103012,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,46,A00,1,2,1,1,4,4,18072017,103016,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,46,A00,1,2,2,2,5,5,18072017,103021,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveTreatmentCondition1,46,A00,3,6,1,9,6,6,18072017,103024,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,46,A00,3,6,3,11,7,7,18072017,103028,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveTreatmentCondition1,46,A00,2,6,2,4,8,8,18072017,103033,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveTreatmentCondition1,46,A00,3,6,5,13,9,9,18072017,103050,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,46,A00,3,6,4,12,10,10,18072017,103108,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,46,A00,3,6,6,14,11,11,18072017,103122,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,46,A00,2,6,3,5,12,12,18072017,103128,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,46,A00,3,6,2,10,13,13,18072017,103141,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveTreatmentCondition1,46,A00,2,6,5,7,14,14,18072017,103146,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,45,F00,2,6,2,4,1,1,18072017,92914,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,45,F00,2,6,5,7,2,2,18072017,92927,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveControl,45,F00,3,6,5,13,3,3,18072017,92946,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,45,F00,2,6,1,3,4,4,18072017,93006,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,45,F00,1,2,2,2,5,5,18072017,93017,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,45,F00,3,6,3,11,6,6,18072017,93055,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,45,F00,1,2,1,1,7,7,18072017,93108,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,45,F00,2,6,6,8,8,8,18072017,93114,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveControl,45,F00,3,6,2,10,9,9,18072017,93129,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveControl,45,F00,3,6,6,14,10,10,18072017,93206,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,45,F00,3,6,1,9,11,11,18072017,93219,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveControl,45,F00,2,6,4,6,12,12,18072017,93224,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,45,F00,2,6,3,5,13,13,18072017,93236,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,45,F00,3,6,4,12,14,14,18072017,93243,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,44,C00,3,6,1,9,1,1,18072017,93230,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveTreatmentCondition1,44,C00,2,6,3,5,2,2,18072017,93257,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,44,C00,2,6,1,3,3,3,18072017,93305,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,44,C00,3,6,3,11,4,4,18072017,93319,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveTreatmentCondition1,44,C00,2,6,5,7,5,5,18072017,93325,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveTreatmentCondition1,44,C00,3,6,6,14,6,6,18072017,93339,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,44,C00,3,6,4,12,7,7,18072017,93405,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveTreatmentCondition1,44,C00,2,6,2,4,8,8,18072017,93410,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,44,C00,3,6,2,10,9,9,18072017,93421,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveTreatmentCondition1,44,C00,1,2,2,2,10,10,18072017,93425,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveTreatmentCondition1,44,C00,1,2,1,1,11,11,18072017,93429,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveTreatmentCondition1,44,C00,2,6,6,8,12,12,18072017,93435,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveTreatmentCondition1,44,C00,3,6,5,13,13,13,18072017,93445,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,44,C00,2,6,4,6,14,14,18072017,93452,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,43,F00,3,6,2,10,1,1,17072017,170557,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,43,F00,2,6,1,3,2,2,17072017,170620,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,43,F00,1,2,1,1,3,3,17072017,170634,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,43,F00,3,6,5,13,4,4,17072017,170642,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,43,F00,2,6,3,5,5,5,17072017,170701,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,43,F00,2,6,4,6,6,6,17072017,170723,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,43,F00,2,6,2,4,7,7,17072017,170734,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,43,F00,3,6,1,9,8,8,17072017,170750,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveControl,43,F00,3,6,4,12,9,9,17072017,170808,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,43,F00,1,2,2,2,10,10,17072017,170814,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,43,F00,3,6,6,14,11,11,17072017,170824,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,43,F00,3,6,3,11,12,12,17072017,170837,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveControl,43,F00,2,6,6,8,13,13,17072017,170850,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveControl,43,F00,2,6,5,7,14,14,17072017,170856,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveControl,42,B00,2,6,5,7,1,1,18072017,93207,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,42,B00,2,6,2,4,2,2,18072017,93221,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,42,B00,2,6,4,6,3,3,18072017,93226,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,42,B00,3,6,1,9,4,4,18072017,93231,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,42,B00,2,6,6,8,5,5,18072017,93235,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,42,B00,3,6,6,14,6,6,18072017,93243,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveControl,42,B00,1,2,2,2,7,7,18072017,93248,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveControl,42,B00,3,6,3,11,8,8,18072017,93256,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,42,B00,2,6,3,5,9,9,18072017,93304,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveControl,42,B00,3,6,5,13,10,10,18072017,93309,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveControl,42,B00,3,6,4,12,11,11,18072017,93315,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveControl,42,B00,3,6,2,10,12,12,18072017,93320,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,42,B00,1,2,1,1,13,13,18072017,93325,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveControl,42,B00,2,6,1,3,14,14,18072017,93336,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,41,B00,3,6,6,14,1,1,17072017,172343,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,41,B00,1,2,2,2,2,2,17072017,172350,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,41,B00,3,6,1,9,3,3,17072017,172351,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,41,B00,3,6,2,10,4,4,17072017,172352,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,41,B00,2,6,3,5,5,5,17072017,172354,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,41,B00,2,6,5,7,6,6,17072017,172356,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,41,B00,2,6,1,3,7,7,17072017,172406,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,41,B00,2,6,6,8,8,8,17072017,172410,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveControl,41,B00,1,2,1,1,9,9,17072017,172412,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,41,B00,3,6,4,12,10,10,17072017,172413,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveControl,41,B00,2,6,2,4,11,11,17072017,172419,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,41,B00,3,6,5,13,12,12,17072017,172420,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveControl,41,B00,2,6,4,6,13,13,17072017,172421,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,41,B00,3,6,3,11,14,14,17072017,172422,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveTreatmentCondition1,40,F00,1,2,1,1,1,1,17072017,142945,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,40,F00,3,6,4,12,2,2,17072017,142954,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,40,F00,3,6,1,9,3,3,17072017,142956,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,40,F00,2,6,5,7,4,4,17072017,143000,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveTreatmentCondition1,40,F00,3,6,2,10,5,5,17072017,143004,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,40,F00,3,6,3,11,6,6,17072017,143011,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,40,F00,2,6,3,5,7,7,17072017,143013,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,40,F00,2,6,4,6,8,8,17072017,143015,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,40,F00,2,6,1,3,9,9,17072017,143022,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,40,F00,3,6,5,13,10,10,17072017,143024,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,40,F00,1,2,2,2,11,11,17072017,143027,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveTreatmentCondition1,40,F00,2,6,2,4,12,12,17072017,143030,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,40,F00,2,6,6,8,13,13,17072017,143035,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,40,F00,3,6,6,14,14,14,17072017,143041,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,39,A00,2,6,5,7,1,1,18072017,93025,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,39,A00,2,6,2,4,2,2,18072017,93029,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,39,A00,2,6,3,5,3,3,18072017,93032,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveTreatmentCondition1,39,A00,3,6,4,12,4,4,18072017,93038,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveTreatmentCondition1,39,A00,1,2,2,2,5,5,18072017,93040,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,39,A00,3,6,3,11,6,6,18072017,93044,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,39,A00,1,2,1,1,7,7,18072017,93049,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,39,A00,2,6,4,6,8,8,18072017,93052,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveTreatmentCondition1,39,A00,3,6,1,9,9,9,18072017,93056,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,39,A00,3,6,6,14,10,10,18072017,93059,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveTreatmentCondition1,39,A00,3,6,2,10,11,11,18072017,93103,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveTreatmentCondition1,39,A00,2,6,6,8,12,12,18072017,93106,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,39,A00,2,6,1,3,13,13,18072017,93108,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,39,A00,3,6,5,13,14,14,18072017,93111,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveTreatmentCondition1,38,B00,2,6,1,3,1,1,17072017,144158,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveTreatmentCondition1,38,B00,1,2,2,2,2,2,17072017,144202,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveTreatmentCondition1,38,B00,3,6,6,14,3,3,17072017,144218,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,38,B00,3,6,5,13,4,4,17072017,144220,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,38,B00,3,6,3,11,5,5,17072017,144222,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,38,B00,2,6,6,8,6,6,17072017,144224,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveTreatmentCondition1,38,B00,3,6,2,10,7,7,17072017,144226,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,38,B00,2,6,5,7,8,8,17072017,144228,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveTreatmentCondition1,38,B00,2,6,4,6,9,9,17072017,144234,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveTreatmentCondition1,38,B00,3,6,4,12,10,10,17072017,144239,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveTreatmentCondition1,38,B00,1,2,1,1,11,11,17072017,144242,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,38,B00,3,6,1,9,12,12,17072017,144246,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveTreatmentCondition1,38,B00,2,6,3,5,13,13,17072017,144248,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveTreatmentCondition1,38,B00,2,6,2,4,14,14,17072017,144251,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveControl,37,A00,2,6,5,7,1,1,17072017,143006,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveControl,37,A00,2,6,3,5,2,2,17072017,143018,4,halfRandom,control,clockwise,counterclockwise,clockwise,A,B,A
descriptiveControl,37,A00,2,6,2,4,3,3,17072017,143029,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,B,A,B
descriptiveControl,37,A00,2,6,1,3,4,4,17072017,143038,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,37,A00,1,2,1,1,5,5,17072017,143044,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,37,A00,2,6,6,8,6,6,17072017,143051,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveControl,37,A00,3,6,2,10,7,7,17072017,143105,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,A,B,B
descriptiveControl,37,A00,3,6,6,14,8,8,17072017,143119,4,halfRandom,treatment,counterclockwise,clockwise,clockwise,B,A,A
descriptiveControl,37,A00,3,6,5,13,9,9,17072017,143130,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,37,A00,3,6,1,9,10,10,17072017,143141,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveControl,37,A00,1,2,2,2,11,11,17072017,143147,4,halfRandom,control,counterclockwise,clockwise,counterclockwise,A,B,A
descriptiveControl,37,A00,3,6,3,11,12,12,17072017,143154,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,A,B,B
descriptiveControl,37,A00,3,6,4,12,13,13,17072017,143159,4,halfRandom,treatment,clockwise,counterclockwise,counterclockwise,B,A,A
descriptiveControl,37,A00,2,6,4,6,14,14,17072017,143208,4,halfRandom,control,clockwise,counterclockwise,clockwise,B,A,B
descriptiveTreatmentCondition1,36, C31,3,6,2,10,1,1,23062017,124710,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,36, C31,2,6,5,7,2,2,23062017,124743,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,36, C31,2,6,4,6,3,3,23062017,124752,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,36, C31,2,6,2,4,4,4,23062017,124756,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,36, C31,2,6,1,3,5,5,23062017,124801,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,36, C31,2,6,6,8,6,6,23062017,124807,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,36, C31,1,2,1,1,7,7,23062017,124813,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,36, C31,3,6,1,9,8,8,23062017,124822,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,36, C31,3,6,5,13,9,9,23062017,124847,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,36, C31,3,6,6,14,10,10,23062017,124903,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,36, C31,3,6,4,12,11,11,23062017,124908,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,36, C31,1,2,2,2,12,12,23062017,124914,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,36, C31,3,6,3,11,13,13,23062017,124957,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,36, C31,2,6,3,5,14,14,23062017,125001,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,35, C31,3,6,1,9,1,1,23062017,124347,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,35, C31,1,2,2,2,2,2,23062017,124359,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,35, C31,2,6,6,8,3,3,23062017,124408,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,35, C31,3,6,6,14,4,4,23062017,124418,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,35, C31,1,2,1,1,5,5,23062017,124423,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,35, C31,3,6,4,12,6,6,23062017,124432,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,35, C31,3,6,2,10,7,7,23062017,124442,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,35, C31,2,6,3,5,8,8,23062017,124447,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,35, C31,2,6,2,4,9,9,23062017,124455,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,35, C31,2,6,5,7,10,10,23062017,124459,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,35, C31,3,6,3,11,11,11,23062017,124515,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,35, C31,3,6,5,13,12,12,23062017,124523,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,35, C31,2,6,1,3,13,13,23062017,124532,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,35, C31,2,6,4,6,14,14,23062017,124537,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,34, C11,1,2,2,2,1,1,23062017,123605,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,34, C11,2,6,5,7,2,2,23062017,123609,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,34, C11,2,6,4,6,3,3,23062017,123614,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,34, C11,1,2,1,1,4,4,23062017,123617,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,34, C11,2,6,1,3,5,5,23062017,123622,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,34, C11,3,6,6,14,6,6,23062017,123635,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
