EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,NDESCRIPTIVETRIALS,LEARNINGMODE,PREFERREDROUTE,CONTROLROUTE_C,TREATMENTROUTE_T,PREFERREDDIRECTION,CONTROLALTERNATIVE_C,TREATMENTALTERNATIVE_T,PREFERREDALTERNATIVE_T
descriptiveTreatmentCondition1,6, C51,2,6,4,6,5,5,21062017,143931,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,6, C51,2,6,1,3,6,6,21062017,143942,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,6, C51,1,2,1,1,7,7,21062017,143949,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,6, C51,2,6,6,8,8,8,21062017,143955,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,6, C51,3,6,2,10,9,9,21062017,144007,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,6, C51,1,2,2,2,10,10,21062017,144016,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,6, C51,2,6,3,5,11,11,21062017,144028,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,6, C51,3,6,6,14,12,12,21062017,144038,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,6, C51,2,6,5,7,13,13,21062017,144055,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,6, C51,3,6,4,12,14,14,21062017,144110,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,5, C31,3,6,5,13,1,1,21062017,143731,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,5, C31,2,6,3,5,2,2,21062017,143756,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,5, C31,2,6,6,8,3,3,21062017,143827,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,5, C31,3,6,2,10,4,4,21062017,143844,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,5, C31,2,6,4,6,5,5,21062017,143906,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,5, C31,3,6,3,11,6,6,21062017,143941,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,5, C31,2,6,2,4,7,7,21062017,143955,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,5, C31,3,6,6,14,8,8,21062017,144048,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,5, C31,1,2,1,1,9,9,21062017,144119,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,5, C31,1,2,2,2,10,10,21062017,144130,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,5, C31,2,6,1,3,11,11,21062017,144140,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,5, C31,3,6,4,12,12,12,21062017,144156,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,5, C31,2,6,5,7,13,13,21062017,144211,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,5, C31,3,6,1,9,14,14,21062017,144226,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,4, C11,2,6,5,7,1,1,21062017,143530,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,4, C11,3,6,5,13,2,2,21062017,143542,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,4, C11,1,2,2,2,3,3,21062017,143549,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,4, C11,3,6,3,11,4,4,21062017,143604,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,4, C11,3,6,2,10,5,5,21062017,143611,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,4, C11,3,6,6,14,6,6,21062017,143637,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,4, C11,2,6,2,4,7,7,21062017,143643,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,4, C11,2,6,1,3,8,8,21062017,143649,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,4, C11,3,6,4,12,9,9,21062017,143655,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,4, C11,2,6,6,8,10,10,21062017,143701,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,4, C11,2,6,3,5,11,11,21062017,143717,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,4, C11,3,6,1,9,12,12,21062017,143728,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,4, C11,2,6,4,6,13,13,21062017,143735,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,4, C11,1,2,1,1,14,14,21062017,143742,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,3, C66,3,6,2,10,1,1,21062017,114052,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,3, C66,2,6,3,5,2,2,21062017,114059,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,3, C66,2,6,5,7,3,3,21062017,114104,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,3, C66,3,6,3,11,4,4,21062017,114110,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,3, C66,2,6,1,3,5,5,21062017,114133,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,3, C66,1,2,1,1,6,6,21062017,114137,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,3, C66,3,6,6,14,7,7,21062017,114206,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,3, C66,3,6,5,13,8,8,21062017,114210,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,3, C66,2,6,2,4,9,9,21062017,114213,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,3, C66,2,6,4,6,10,10,21062017,114220,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,3, C66,3,6,1,9,11,11,21062017,114226,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,3, C66,3,6,4,12,12,12,21062017,114230,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,3, C66,1,2,2,2,13,13,21062017,114235,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,3, C66,2,6,6,8,14,14,21062017,114237,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,2, C46,1,2,2,2,1,1,21062017,113307,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,2, C46,1,2,1,1,2,2,21062017,113324,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,2, C46,3,6,2,10,3,3,21062017,113341,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,2, C46,2,6,2,4,4,4,21062017,113348,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,2, C46,3,6,1,9,5,5,21062017,113357,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,2, C46,2,6,3,5,6,6,21062017,113403,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,2, C46,3,6,4,12,7,7,21062017,113414,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,2, C46,2,6,1,3,8,8,21062017,113432,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,2, C46,2,6,4,6,9,9,21062017,113443,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,2, C46,3,6,6,14,10,10,21062017,113512,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,2, C46,2,6,6,8,11,11,21062017,113521,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,2, C46,3,6,5,13,12,12,21062017,113552,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,2, C46,3,6,3,11,13,13,21062017,113622,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,2, C46,2,6,5,7,14,14,21062017,113643,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,1, C26,3,6,5,13,1,1,21062017,113522,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,1, C26,2,6,4,6,2,2,21062017,113535,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,1, C26,3,6,3,11,3,3,21062017,113602,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,1, C26,2,6,6,8,4,4,21062017,113617,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,1, C26,3,6,6,14,5,5,21062017,113645,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,1, C26,3,6,2,10,6,6,21062017,113659,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,1, C26,1,2,2,2,7,7,21062017,113712,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,1, C26,3,6,4,12,8,8,21062017,113725,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,1, C26,2,6,3,5,9,9,21062017,113738,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,1, C26,2,6,5,7,10,10,21062017,113750,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,1, C26,2,6,1,3,11,11,21062017,113808,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,1, C26,3,6,1,9,12,12,21062017,113824,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,1, C26,2,6,2,4,13,13,21062017,113830,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,1, C26,1,2,1,1,14,14,21062017,113840,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
