EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,TYPE,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,LEARNINGMODE,NLEARNINGTRIALS,NEXTRALEARNINGTRIALS,NTOTALLEARNINGTRIALS,NCONSEQUENCETRIALS,NTOTALTRIALS,RANDOMORIGIN,RANDOMDESTINATION,PREFERREDROUTE,CONTROLROUTE_C,TREATMENTROUTE_T,PREFERREDDIRECTION,CONTROLCOLOR_C,TREATMENTCOLOR_T,PREFERREDCOLOR,CERTAINTYLEVEL
simulatedTreatmentCondition1,18, C36,2, decision,6,2,4,5,3,22062017,161631, halfRandom,2,0,2,1,2, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue, NA
simulatedTreatmentCondition1,18, C36,2, confirmation,6,2,4,5,3,22062017,161657, halfRandom,2,0,2,1,3, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,90
simulatedTreatmentCondition1,18, C36,2, decision,6,4,6,6,4,22062017,161803, halfRandom,2,0,2,1,2, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedTreatmentCondition1,18, C36,2, confirmation,6,4,6,6,4,22062017,161830, halfRandom,2,0,2,1,3, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,90
simulatedTreatmentCondition1,18, C36,2, decision,6,1,3,7,5,22062017,161919, halfRandom,2,0,2,1,2, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedTreatmentCondition1,18, C36,2, confirmation,6,1,3,7,5,22062017,161947, halfRandom,2,0,2,1,3, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,90
simulatedTreatmentCondition1,18, C36,2, decision,6,5,7,8,6,22062017,162139, halfRandom,2,2,4,1,4, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedTreatmentCondition1,18, C36,2, confirmation,6,5,7,8,6,22062017,162208, halfRandom,2,2,4,1,5, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,100
simulatedTreatmentCondition1,18, C36,3, decision,6,3,11,10,2,22062017,163054, halfRandom,4,4,8,2,8, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedTreatmentCondition1,18, C36,3, confirmation,6,3,11,10,2,22062017,163146, halfRandom,4,4,8,2,10, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,80
simulatedTreatmentCondition1,18, C36,3, decision,6,1,9,11,3,22062017,163333, halfRandom,4,0,4,2,4, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedTreatmentCondition1,18, C36,3, confirmation,6,1,9,11,3,22062017,163416, halfRandom,4,0,4,2,6, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,100
simulatedTreatmentCondition1,18, C36,3, decision,6,4,12,12,4,22062017,163558, halfRandom,4,0,4,2,4, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedTreatmentCondition1,18, C36,3, confirmation,6,4,12,12,4,22062017,163645, halfRandom,4,0,4,2,6, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,100
simulatedTreatmentCondition1,18, C36,3, decision,6,5,13,13,5,22062017,163810, halfRandom,4,0,4,2,4, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue, NA
simulatedTreatmentCondition1,18, C36,3, confirmation,6,5,13,13,5,22062017,163901, halfRandom,4,0,4,2,6, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,100
simulatedTreatmentCondition1,18, C36,3, decision,6,2,10,14,6,22062017,164150, halfRandom,4,4,8,2,8, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue, NA
simulatedTreatmentCondition1,18, C36,3, confirmation,6,2,10,14,6,22062017,164238, halfRandom,4,4,8,2,10, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,80
simulatedControlCondition,17, C16,1, decision,2,2,2,1,1,22062017,160605, halfRandom,2,0,2,1,2, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedControlCondition,17, C16,1, confirmation,2,2,2,1,1,22062017,160654, halfRandom,2,0,2,1,3, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,95
simulatedControlCondition,17, C16,1, decision,2,1,1,2,2,22062017,160746, halfRandom,2,0,2,1,2, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedControlCondition,17, C16,1, confirmation,2,1,1,2,2,22062017,160815, halfRandom,2,0,2,1,3, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,90
simulatedControlCondition,17, C16,2, decision,6,2,4,3,1,22062017,160959, halfRandom,2,0,2,1,2, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedControlCondition,17, C16,2, confirmation,6,2,4,3,1,22062017,161030, halfRandom,2,0,2,1,3, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,60
simulatedControlCondition,17, C16,2, decision,6,5,7,4,2,22062017,161116, halfRandom,2,0,2,1,2, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedControlCondition,17, C16,2, confirmation,6,5,7,4,2,22062017,161144, halfRandom,2,0,2,1,3, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,70
simulatedControlCondition,17, C16,2, decision,6,4,6,5,3,22062017,161227, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedControlCondition,17, C16,2, confirmation,6,4,6,5,3,22062017,161256, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,68
simulatedControlCondition,17, C16,2, decision,6,3,5,6,4,22062017,161341, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedControlCondition,17, C16,2, confirmation,6,3,5,6,4,22062017,161404, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,80
simulatedControlCondition,17, C16,2, decision,6,1,3,7,5,22062017,161447, halfRandom,2,0,2,1,2, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedControlCondition,17, C16,2, confirmation,6,1,3,7,5,22062017,161511, halfRandom,2,0,2,1,3, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,80
simulatedControlCondition,17, C16,2, decision,6,6,8,8,6,22062017,161553, halfRandom,2,0,2,1,2, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedControlCondition,17, C16,2, confirmation,6,6,8,8,6,22062017,161618, halfRandom,2,0,2,1,3, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red,55
simulatedControlCondition,17, C16,3, decision,6,1,9,10,2,22062017,161826, halfRandom,4,0,4,2,4, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedControlCondition,17, C16,3, confirmation,6,1,9,10,2,22062017,161911, halfRandom,4,0,4,2,6, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,95
simulatedControlCondition,17, C16,3, decision,6,5,13,11,3,22062017,162040, halfRandom,4,0,4,2,4, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedControlCondition,17, C16,3, confirmation,6,5,13,11,3,22062017,162130, halfRandom,4,0,4,2,6, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,95
simulatedControlCondition,17, C16,3, decision,6,2,10,12,4,22062017,162251, halfRandom,4,0,4,2,4, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedControlCondition,17, C16,3, confirmation,6,2,10,12,4,22062017,162338, halfRandom,4,0,4,2,6, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,85
simulatedControlCondition,17, C16,3, decision,6,4,12,13,5,22062017,162501, halfRandom,4,0,4,2,4, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedControlCondition,17, C16,3, confirmation,6,4,12,13,5,22062017,162548, halfRandom,4,0,4,2,6, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,80
simulatedControlCondition,17, C16,3, decision,6,3,11,14,6,22062017,162711, halfRandom,4,0,4,2,4, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedControlCondition,17, C16,3, confirmation,6,3,11,14,6,22062017,162758, halfRandom,4,0,4,2,6, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,50
simulatedTreatmentCondition1,16, C56,1, decision,2,2,2,1,1,22062017,150302, halfRandom,2,0,2,1,2, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedTreatmentCondition1,16, C56,1, confirmation,2,2,2,1,1,22062017,150336, halfRandom,2,0,2,1,3, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,75
simulatedTreatmentCondition1,16, C56,1, decision,2,1,1,2,2,22062017,150429, halfRandom,2,0,2,1,2, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedTreatmentCondition1,16, C56,1, confirmation,2,1,1,2,2,22062017,150455, halfRandom,2,0,2,1,3, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,75
simulatedTreatmentCondition1,16, C56,2, decision,6,6,8,3,1,22062017,150552, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedTreatmentCondition1,16, C56,2, confirmation,6,6,8,3,1,22062017,150620, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,80
simulatedTreatmentCondition1,16, C56,2, decision,6,3,5,4,2,22062017,150748, halfRandom,2,0,2,1,2, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedTreatmentCondition1,16, C56,2, confirmation,6,3,5,4,2,22062017,150814, halfRandom,2,0,2,1,3, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,70
simulatedTreatmentCondition1,16, C56,2, decision,6,4,6,5,3,22062017,150858, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedTreatmentCondition1,16, C56,2, confirmation,6,4,6,5,3,22062017,150924, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,90
simulatedTreatmentCondition1,16, C56,2, decision,6,5,7,6,4,22062017,151005, halfRandom,2,0,2,1,2, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedTreatmentCondition1,16, C56,2, confirmation,6,5,7,6,4,22062017,151027, halfRandom,2,0,2,1,3, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,95
simulatedTreatmentCondition1,16, C56,2, decision,6,2,4,7,5,22062017,151119, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedTreatmentCondition1,16, C56,2, confirmation,6,2,4,7,5,22062017,151142, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,60
simulatedTreatmentCondition1,16, C56,2, decision,6,1,3,8,6,22062017,151227, halfRandom,2,0,2,1,2, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedTreatmentCondition1,16, C56,2, confirmation,6,1,3,8,6,22062017,151310, halfRandom,2,0,2,1,3, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,65
simulatedTreatmentCondition1,16, C56,3, decision,6,1,9,10,2,22062017,151500, halfRandom,4,0,4,2,4, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedTreatmentCondition1,16, C56,3, confirmation,6,1,9,10,2,22062017,151545, halfRandom,4,0,4,2,6, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,90
simulatedTreatmentCondition1,16, C56,3, decision,6,2,10,11,3,22062017,151731, halfRandom,4,0,4,2,4, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue, NA
simulatedTreatmentCondition1,16, C56,3, confirmation,6,2,10,11,3,22062017,151814, halfRandom,4,0,4,2,6, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,95
simulatedTreatmentCondition1,16, C56,3, decision,6,6,14,12,4,22062017,151958, halfRandom,4,0,4,2,4, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue, NA
simulatedTreatmentCondition1,16, C56,3, confirmation,6,6,14,12,4,22062017,152049, halfRandom,4,0,4,2,6, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,25
simulatedTreatmentCondition1,16, C56,3, decision,6,4,12,13,5,22062017,152215, halfRandom,4,0,4,2,4, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedTreatmentCondition1,16, C56,3, confirmation,6,4,12,13,5,22062017,152256, halfRandom,4,0,4,2,6, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,95
simulatedTreatmentCondition1,16, C56,3, decision,6,5,13,14,6,22062017,152433, halfRandom,4,0,4,2,4, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedTreatmentCondition1,16, C56,3, confirmation,6,5,13,14,6,22062017,152518, halfRandom,4,0,4,2,6, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,95
simulatedControlCondition,15, C51,1, decision,2,2,2,1,1,22062017,150451, halfRandom,2,0,2,1,2, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue, NA
simulatedControlCondition,15, C51,1, confirmation,2,2,2,1,1,22062017,150521, halfRandom,2,0,2,1,3, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,100
simulatedControlCondition,15, C51,1, decision,2,1,1,2,2,22062017,150609, halfRandom,2,0,2,1,2, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue, NA
simulatedControlCondition,15, C51,1, confirmation,2,1,1,2,2,22062017,150634, halfRandom,2,0,2,1,3, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,100
simulatedControlCondition,15, C51,2, decision,6,2,4,3,1,22062017,150758, halfRandom,2,0,2,1,2, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedControlCondition,15, C51,2, confirmation,6,2,4,3,1,22062017,150826, halfRandom,2,0,2,1,3, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,100
simulatedControlCondition,15, C51,2, decision,6,6,8,4,2,22062017,150927, halfRandom,2,0,2,1,2, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedControlCondition,15, C51,2, confirmation,6,6,8,4,2,22062017,150954, halfRandom,2,0,2,1,3, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,100
simulatedControlCondition,15, C51,2, decision,6,3,5,5,3,22062017,151044, halfRandom,2,0,2,1,2, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue, NA
simulatedControlCondition,15, C51,2, confirmation,6,3,5,5,3,22062017,151115, halfRandom,2,0,2,1,3, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,100
simulatedControlCondition,15, C51,2, decision,6,4,6,6,4,22062017,151250, halfRandom,2,2,4,1,4, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedControlCondition,15, C51,2, confirmation,6,4,6,6,4,22062017,151321, halfRandom,2,2,4,1,5, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,100
simulatedControlCondition,15, C51,2, decision,6,1,3,7,5,22062017,151449, halfRandom,2,2,4,1,4, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedControlCondition,15, C51,2, confirmation,6,1,3,7,5,22062017,151514, halfRandom,2,2,4,1,5, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,100
simulatedControlCondition,15, C51,2, decision,6,5,7,8,6,22062017,151636, halfRandom,2,2,4,1,4, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedControlCondition,15, C51,2, confirmation,6,5,7,8,6,22062017,151702, halfRandom,2,2,4,1,5, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,70
simulatedControlCondition,15, C51,3, decision,6,4,12,10,2,22062017,152028, halfRandom,4,0,4,2,4, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue, NA
simulatedControlCondition,15, C51,3, confirmation,6,4,12,10,2,22062017,152113, halfRandom,4,0,4,2,6, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,100
simulatedControlCondition,15, C51,3, decision,6,3,11,11,3,22062017,152258, halfRandom,4,0,4,2,4, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue, NA
simulatedControlCondition,15, C51,3, confirmation,6,3,11,11,3,22062017,152344, halfRandom,4,0,4,2,6, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,100
simulatedControlCondition,15, C51,3, decision,6,1,9,12,4,22062017,152514, halfRandom,4,0,4,2,4, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedControlCondition,15, C51,3, confirmation,6,1,9,12,4,22062017,152559, halfRandom,4,0,4,2,6, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,70
simulatedControlCondition,15, C51,3, decision,6,6,14,13,5,22062017,152724, halfRandom,4,0,4,2,4, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue, NA
simulatedControlCondition,15, C51,3, confirmation,6,6,14,13,5,22062017,152809, halfRandom,4,0,4,2,6, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,100
simulatedControlCondition,15, C51,3, decision,6,2,10,14,6,22062017,152936, halfRandom,4,0,4,2,4, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedControlCondition,15, C51,3, confirmation,6,2,10,14,6,22062017,153022, halfRandom,4,0,4,2,6, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,100
simulatedTreatmentCondition1,14, C31,1, decision,2,2,2,1,1,22062017,150438, halfRandom,2,0,2,1,2, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedTreatmentCondition1,14, C31,1, confirmation,2,2,2,1,1,22062017,150517, halfRandom,2,0,2,1,3, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,100
simulatedTreatmentCondition1,14, C31,1, decision,2,1,1,2,2,22062017,150605, halfRandom,2,0,2,1,2, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedTreatmentCondition1,14, C31,1, confirmation,2,1,1,2,2,22062017,150632, halfRandom,2,0,2,1,3, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,90
simulatedTreatmentCondition1,14, C31,2, decision,6,3,5,3,1,22062017,150722, halfRandom,2,0,2,1,2, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedTreatmentCondition1,14, C31,2, confirmation,6,3,5,3,1,22062017,150751, halfRandom,2,0,2,1,3, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,95
simulatedTreatmentCondition1,14, C31,2, decision,6,4,6,4,2,22062017,150839, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedTreatmentCondition1,14, C31,2, confirmation,6,4,6,4,2,22062017,150903, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,92
simulatedTreatmentCondition1,14, C31,2, decision,6,1,3,5,3,22062017,150951, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedTreatmentCondition1,14, C31,2, confirmation,6,1,3,5,3,22062017,151016, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,85
simulatedTreatmentCondition1,14, C31,2, decision,6,2,4,6,4,22062017,151107, halfRandom,2,0,2,1,2, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedTreatmentCondition1,14, C31,2, confirmation,6,2,4,6,4,22062017,151134, halfRandom,2,0,2,1,3, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,90
simulatedTreatmentCondition1,14, C31,2, decision,6,6,8,7,5,22062017,151217, halfRandom,2,0,2,1,2, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedTreatmentCondition1,14, C31,2, confirmation,6,6,8,7,5,22062017,151246, halfRandom,2,0,2,1,3, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red,75
simulatedTreatmentCondition1,14, C31,2, decision,6,5,7,8,6,22062017,151329, halfRandom,2,0,2,1,2, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedTreatmentCondition1,14, C31,2, confirmation,6,5,7,8,6,22062017,151352, halfRandom,2,0,2,1,3, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,95
simulatedTreatmentCondition1,14, C31,3, decision,6,5,13,10,2,22062017,151731, halfRandom,4,0,4,2,4, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue, NA
simulatedTreatmentCondition1,14, C31,3, confirmation,6,5,13,10,2,22062017,151820, halfRandom,4,0,4,2,6, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,99
simulatedTreatmentCondition1,14, C31,3, decision,6,1,9,11,3,22062017,151949, halfRandom,4,0,4,2,4, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedTreatmentCondition1,14, C31,3, confirmation,6,1,9,11,3,22062017,152036, halfRandom,4,0,4,2,6, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,100
simulatedTreatmentCondition1,14, C31,3, decision,6,6,14,12,4,22062017,152206, halfRandom,4,0,4,2,4, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue, NA
simulatedTreatmentCondition1,14, C31,3, confirmation,6,6,14,12,4,22062017,152253, halfRandom,4,0,4,2,6, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,60
simulatedTreatmentCondition1,14, C31,3, decision,6,3,11,13,5,22062017,152422, halfRandom,4,0,4,2,4, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedTreatmentCondition1,14, C31,3, confirmation,6,3,11,13,5,22062017,152506, halfRandom,4,0,4,2,6, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,91
simulatedTreatmentCondition1,14, C31,3, decision,6,2,10,14,6,22062017,152637, halfRandom,4,0,4,2,4, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedTreatmentCondition1,14, C31,3, confirmation,6,2,10,14,6,22062017,152723, halfRandom,4,0,4,2,6, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,87
simulatedControlCondition,13, C11,1, decision,2,1,1,1,1,22062017,150503, halfRandom,2,0,2,1,2, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedControlCondition,13, C11,1, confirmation,2,1,1,1,1,22062017,150541, halfRandom,2,0,2,1,3, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,100
simulatedControlCondition,13, C11,1, decision,2,2,2,2,2,22062017,150629, halfRandom,2,0,2,1,2, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedControlCondition,13, C11,1, confirmation,2,2,2,2,2,22062017,150652, halfRandom,2,0,2,1,3, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red,100
simulatedControlCondition,13, C11,2, decision,6,3,5,3,1,22062017,150809, halfRandom,2,0,2,1,2, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue, NA
simulatedControlCondition,13, C11,2, confirmation,6,3,5,3,1,22062017,150852, halfRandom,2,0,2,1,3, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,20
simulatedControlCondition,13, C11,2, decision,6,5,7,4,2,22062017,150934, halfRandom,2,0,2,1,2, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red, NA
simulatedControlCondition,13, C11,2, confirmation,6,5,7,4,2,22062017,150959, halfRandom,2,0,2,1,3, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,85
simulatedControlCondition,13, C11,2, decision,6,2,4,5,3,22062017,151053, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedControlCondition,13, C11,2, confirmation,6,2,4,5,3,22062017,151114, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,100
simulatedControlCondition,13, C11,2, decision,6,4,6,6,4,22062017,151157, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedControlCondition,13, C11,2, confirmation,6,4,6,6,4,22062017,151226, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,74
simulatedControlCondition,13, C11,2, decision,6,1,3,7,5,22062017,151351, halfRandom,2,2,4,1,4, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue, NA
simulatedControlCondition,13, C11,2, confirmation,6,1,3,7,5,22062017,151417, halfRandom,2,2,4,1,5, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,62
simulatedControlCondition,13, C11,2, decision,6,6,8,8,6,22062017,151459, halfRandom,2,0,2,1,2, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue, NA
simulatedControlCondition,13, C11,2, confirmation,6,6,8,8,6,22062017,151522, halfRandom,2,0,2,1,3, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,63
simulatedControlCondition,13, C11,3, decision,6,2,10,10,2,22062017,151804, halfRandom,4,0,4,2,4, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red, NA
simulatedControlCondition,13, C11,3, confirmation,6,2,10,10,2,22062017,151846, halfRandom,4,0,4,2,6, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,88
simulatedControlCondition,13, C11,3, decision,6,4,12,11,3,22062017,152010, halfRandom,4,0,4,2,4, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red, NA
simulatedControlCondition,13, C11,3, confirmation,6,4,12,11,3,22062017,152054, halfRandom,4,0,4,2,6, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red,75
simulatedControlCondition,13, C11,3, decision,6,3,11,12,4,22062017,152221, halfRandom,4,0,4,2,4, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue, NA
simulatedControlCondition,13, C11,3, confirmation,6,3,11,12,4,22062017,152304, halfRandom,4,0,4,2,6, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,79
simulatedControlCondition,13, C11,3, decision,6,5,13,13,5,22062017,152424, halfRandom,4,0,4,2,4, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedControlCondition,13, C11,3, confirmation,6,5,13,13,5,22062017,152507, halfRandom,4,0,4,2,6, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,100
simulatedControlCondition,13, C11,3, decision,6,1,9,14,6,22062017,152632, halfRandom,4,0,4,2,4, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red, NA
simulatedControlCondition,13, C11,3, confirmation,6,1,9,14,6,22062017,152720, halfRandom,4,0,4,2,6, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,70
simulatedTreatmentCondition1,12, C51,1, decision,2,2,2,1,1,22062017,111235, halfRandom,2,0,2,1,2, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue, NA
simulatedTreatmentCondition1,12, C51,1, confirmation,2,2,2,1,1,22062017,111326, halfRandom,2,0,2,1,3, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,100
