EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,NTRIAL,TYPETRIAL,LEARNINGMODE,RANDOMORIGIN,RANDOMDESTINATION,ROUTESHOWN,CONTROLROUTE_C,TREATMENTROUTE_T,DIRECTIONSHOWN,CONTROLCOLOR_C,TREATMENTCOLOR_T,COLORSHOWN,WAITING,TRAVEL,JOURNEY
simulatedTreatmentCondition1,24, C11,3,6,3,11,13,5,23062017,102721,4, learning, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,8,12
simulatedTreatmentCondition1,24, C11,3,6,3,11,13,5,23062017,102741,5, consequence, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,4,8
simulatedTreatmentCondition1,24, C11,3,6,3,11,13,5,23062017,102805,6, consequence, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,8,12
simulatedTreatmentCondition1,24, C11,3,6,6,14,14,6,23062017,102835,1, learning, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,8,6,14
simulatedTreatmentCondition1,24, C11,3,6,6,14,14,6,23062017,102851,2, learning, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,2,6
simulatedTreatmentCondition1,24, C11,3,6,6,14,14,6,23062017,102907,3, learning, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,0,6,6
simulatedTreatmentCondition1,24, C11,3,6,6,14,14,6,23062017,102937,4, learning, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,10,14
simulatedTreatmentCondition1,24, C11,3,6,6,14,14,6,23062017,103038,5, consequence, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,10,14
simulatedTreatmentCondition1,24, C11,3,6,6,14,14,6,23062017,103055,6, consequence, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,2,6
simulatedControlCondition,23, C56,0,1,1, None, None, None,23062017,93646,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,5,5,10
simulatedControlCondition,23, C56,0,1,1, None, None, None,23062017,93709,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,4,4,8
simulatedControlCondition,23, C56,1,2,2,2,1,1,23062017,93913,1, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,6,4,10
simulatedControlCondition,23, C56,1,2,2,2,1,1,23062017,93936,2, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,6,6,12
simulatedControlCondition,23, C56,1,2,2,2,1,1,23062017,94038,3, consequence, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,6,4,10
simulatedControlCondition,23, C56,1,2,1,1,2,2,23062017,94121,1, learning, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,6,6,12
simulatedControlCondition,23, C56,1,2,1,1,2,2,23062017,94145,2, learning, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,4,6,10
simulatedControlCondition,23, C56,1,2,1,1,2,2,23062017,94216,3, consequence, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,4,6,10
simulatedControlCondition,23, C56,2,6,4,6,3,1,23062017,94317,1, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,3,8,11
simulatedControlCondition,23, C56,2,6,4,6,3,1,23062017,94339,2, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,8,2,10
simulatedControlCondition,23, C56,2,6,4,6,3,1,23062017,94409,3, consequence, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,3,8,11
simulatedControlCondition,23, C56,2,6,1,3,4,2,23062017,94437,1, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,6,4,10
simulatedControlCondition,23, C56,2,6,1,3,4,2,23062017,94459,2, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,6,10
simulatedControlCondition,23, C56,2,6,1,3,4,2,23062017,94525,3, consequence, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,6,10
simulatedControlCondition,23, C56,2,6,3,5,5,3,23062017,94554,1, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,2,9,11
simulatedControlCondition,23, C56,2,6,3,5,5,3,23062017,94614,2, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,8,2,10
simulatedControlCondition,23, C56,2,6,3,5,5,3,23062017,94647,3, consequence, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,2,9,11
simulatedControlCondition,23, C56,2,6,2,4,6,4,23062017,94712,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,9,1,10
simulatedControlCondition,23, C56,2,6,2,4,6,4,23062017,94733,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,1,9,10
simulatedControlCondition,23, C56,2,6,2,4,6,4,23062017,94802,3, consequence, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,9,1,10
simulatedControlCondition,23, C56,2,6,5,7,7,5,23062017,94826,1, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,8,1,9
simulatedControlCondition,23, C56,2,6,5,7,7,5,23062017,94848,2, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,2,8,10
simulatedControlCondition,23, C56,2,6,5,7,7,5,23062017,94911,3, consequence, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,8,1,9
simulatedControlCondition,23, C56,2,6,6,8,8,6,23062017,94934,1, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,7,2,9
simulatedControlCondition,23, C56,2,6,6,8,8,6,23062017,94955,2, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,2,8,10
simulatedControlCondition,23, C56,2,6,6,8,8,6,23062017,95020,3, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,2,8,10
simulatedControlCondition,23, C56,3,6,3,11,10,2,23062017,95104,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,4,4,8
simulatedControlCondition,23, C56,3,6,3,11,10,2,23062017,95121,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,2,6,8
simulatedControlCondition,23, C56,3,6,3,11,10,2,23062017,95143,3, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,4,8,12
simulatedControlCondition,23, C56,3,6,3,11,10,2,23062017,95205,4, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,6,6,12
simulatedControlCondition,23, C56,3,6,3,11,10,2,23062017,95231,5, consequence, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,4,8,12
simulatedControlCondition,23, C56,3,6,3,11,10,2,23062017,95248,6, consequence, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,4,4,8
simulatedControlCondition,23, C56,3,6,2,10,11,3,23062017,95313,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,4,6,10
simulatedControlCondition,23, C56,3,6,2,10,11,3,23062017,95330,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,4,8
simulatedControlCondition,23, C56,3,6,2,10,11,3,23062017,95349,3, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,4,6,10
simulatedControlCondition,23, C56,3,6,2,10,11,3,23062017,95412,4, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,8,12
simulatedControlCondition,23, C56,3,6,2,10,11,3,23062017,95431,5, consequence, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,4,8
simulatedControlCondition,23, C56,3,6,2,10,11,3,23062017,95454,6, consequence, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,8,12
simulatedControlCondition,23, C56,3,6,4,12,12,4,23062017,95527,1, learning, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,6,10
simulatedControlCondition,23, C56,3,6,4,12,12,4,23062017,95542,2, learning, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,0,6,6
simulatedControlCondition,23, C56,3,6,4,12,12,4,23062017,95601,3, learning, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,6,10
simulatedControlCondition,23, C56,3,6,4,12,12,4,23062017,95625,4, learning, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,8,6,14
simulatedControlCondition,23, C56,3,6,4,12,12,4,23062017,95647,5, consequence, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,6,10
simulatedControlCondition,23, C56,3,6,4,12,12,4,23062017,95707,6, consequence, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,6,10
simulatedControlCondition,23, C56,3,6,6,14,13,5,23062017,95729,1, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,0,6,6
simulatedControlCondition,23, C56,3,6,6,14,13,5,23062017,95744,2, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,2,6
simulatedControlCondition,23, C56,3,6,6,14,13,5,23062017,95807,3, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,8,6,14
simulatedControlCondition,23, C56,3,6,6,14,13,5,23062017,95832,4, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,10,14
simulatedControlCondition,23, C56,3,6,6,14,13,5,23062017,95859,5, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,10,14
simulatedControlCondition,23, C56,3,6,6,14,13,5,23062017,95915,6, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,2,6
simulatedControlCondition,23, C56,3,6,5,13,14,6,23062017,95944,1, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,6,10
simulatedControlCondition,23, C56,3,6,5,13,14,6,23062017,95958,2, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,4,2,6
simulatedControlCondition,23, C56,3,6,5,13,14,6,23062017,100017,3, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,6,10
simulatedControlCondition,23, C56,3,6,5,13,14,6,23062017,100044,4, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,4,10,14
simulatedControlCondition,23, C56,3,6,5,13,14,6,23062017,100107,5, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,6,10
simulatedControlCondition,23, C56,3,6,5,13,14,6,23062017,100126,6, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,0,1,1, None, None, None,23062017,91315,1, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,4,8
simulatedTreatmentCondition1,22, C51,0,1,1, None, None, None,23062017,91341,2, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,5,5,10
simulatedTreatmentCondition1,22, C51,1,2,2,2,1,1,23062017,91538,1, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,6,6,12
simulatedTreatmentCondition1,22, C51,1,2,2,2,1,1,23062017,91600,2, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,6,4,10
simulatedTreatmentCondition1,22, C51,1,2,2,2,1,1,23062017,91645,3, consequence, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,6,4,10
simulatedTreatmentCondition1,22, C51,1,2,1,1,2,2,23062017,91724,1, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,6,10
simulatedTreatmentCondition1,22, C51,1,2,1,1,2,2,23062017,91748,2, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,6,6,12
simulatedTreatmentCondition1,22, C51,1,2,1,1,2,2,23062017,91809,3, extraLearning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,6,10
simulatedTreatmentCondition1,22, C51,1,2,1,1,2,2,23062017,91832,4, extraLearning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,6,6,12
simulatedTreatmentCondition1,22, C51,1,2,1,1,2,2,23062017,91857,5, consequence, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,6,10
simulatedTreatmentCondition1,22, C51,2,6,1,3,3,1,23062017,91942,1, learning, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,6,4,10
simulatedTreatmentCondition1,22, C51,2,6,1,3,3,1,23062017,92006,2, learning, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,4,6,10
simulatedTreatmentCondition1,22, C51,2,6,1,3,3,1,23062017,92036,3, consequence, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, blue, red, blue,4,6,10
simulatedTreatmentCondition1,22, C51,2,6,4,6,4,2,23062017,92105,1, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,3,8,11
simulatedTreatmentCondition1,22, C51,2,6,4,6,4,2,23062017,92129,2, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,8,2,10
simulatedTreatmentCondition1,22, C51,2,6,4,6,4,2,23062017,92203,3, consequence, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,3,8,11
simulatedTreatmentCondition1,22, C51,2,6,2,4,5,3,23062017,92230,1, learning, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red,1,9,10
simulatedTreatmentCondition1,22, C51,2,6,2,4,5,3,23062017,92250,2, learning, halfRandom, east, west, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,9,1,10
simulatedTreatmentCondition1,22, C51,2,6,2,4,5,3,23062017,92319,3, consequence, halfRandom, east, west, control, clockwise, counterclockwise, clockwise, red, blue, red,1,9,10
simulatedTreatmentCondition1,22, C51,2,6,6,8,6,4,23062017,92345,1, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,7,2,9
simulatedTreatmentCondition1,22, C51,2,6,6,8,6,4,23062017,92407,2, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,2,8,10
simulatedTreatmentCondition1,22, C51,2,6,6,8,6,4,23062017,92430,3, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,2,8,10
simulatedTreatmentCondition1,22, C51,2,6,3,5,7,5,23062017,92501,1, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,2,9,11
simulatedTreatmentCondition1,22, C51,2,6,3,5,7,5,23062017,92522,2, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,8,2,10
simulatedTreatmentCondition1,22, C51,2,6,3,5,7,5,23062017,92546,3, consequence, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,2,9,11
simulatedTreatmentCondition1,22, C51,2,6,5,7,8,6,23062017,92617,1, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,8,1,9
simulatedTreatmentCondition1,22, C51,2,6,5,7,8,6,23062017,92641,2, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,2,8,10
simulatedTreatmentCondition1,22, C51,2,6,5,7,8,6,23062017,92704,3, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,2,8,10
simulatedTreatmentCondition1,22, C51,3,6,3,11,10,2,23062017,92752,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,4,8
simulatedTreatmentCondition1,22, C51,3,6,3,11,10,2,23062017,92810,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,2,6,8
simulatedTreatmentCondition1,22, C51,3,6,3,11,10,2,23062017,92833,3, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,8,12
simulatedTreatmentCondition1,22, C51,3,6,3,11,10,2,23062017,92856,4, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,6,6,12
simulatedTreatmentCondition1,22, C51,3,6,3,11,10,2,23062017,92919,5, consequence, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,6,6,12
simulatedTreatmentCondition1,22, C51,3,6,3,11,10,2,23062017,92938,6, consequence, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,2,6,8
simulatedTreatmentCondition1,22, C51,3,6,6,14,11,3,23062017,93000,1, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,2,6
simulatedTreatmentCondition1,22, C51,3,6,6,14,11,3,23062017,93015,2, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,0,6,6
simulatedTreatmentCondition1,22, C51,3,6,6,14,11,3,23062017,93041,3, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,10,14
simulatedTreatmentCondition1,22, C51,3,6,6,14,11,3,23062017,93105,4, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,8,6,14
simulatedTreatmentCondition1,22, C51,3,6,6,14,11,3,23062017,93123,5, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,2,6
simulatedTreatmentCondition1,22, C51,3,6,6,14,11,3,23062017,93149,6, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,10,14
simulatedTreatmentCondition1,22, C51,3,6,5,13,12,4,23062017,93213,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,5,13,12,4,23062017,93228,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,4,2,6
simulatedTreatmentCondition1,22, C51,3,6,5,13,12,4,23062017,93248,3, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,5,13,12,4,23062017,93315,4, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,4,10,14
simulatedTreatmentCondition1,22, C51,3,6,5,13,12,4,23062017,93338,5, consequence, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,5,13,12,4,23062017,93404,6, consequence, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,4,12,13,5,23062017,93431,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,4,12,13,5,23062017,93447,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,0,6,6
simulatedTreatmentCondition1,22, C51,3,6,4,12,13,5,23062017,93506,3, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,4,12,13,5,23062017,93532,4, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,8,6,14
simulatedTreatmentCondition1,22, C51,3,6,4,12,13,5,23062017,93554,5, consequence, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,4,12,13,5,23062017,93614,6, consequence, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,1,9,14,6,23062017,93643,1, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,1,9,14,6,23062017,93705,2, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,6,6,12
simulatedTreatmentCondition1,22, C51,3,6,1,9,14,6,23062017,93724,3, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,4,6,10
simulatedTreatmentCondition1,22, C51,3,6,1,9,14,6,23062017,93743,4, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,2,6,8
simulatedTreatmentCondition1,22, C51,3,6,1,9,14,6,23062017,93807,5, consequence, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,6,6,12
simulatedTreatmentCondition1,22, C51,3,6,1,9,14,6,23062017,93826,6, consequence, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,2,6,8
simulatedControlCondition,21, C31,0,1,1, None, None, None,23062017,91214,1, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, red, blue, red,4,4,8
simulatedControlCondition,21, C31,0,1,1, None, None, None,23062017,91241,2, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,5,5,10
simulatedControlCondition,21, C31,1,2,1,1,1,1,23062017,91427,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,6,6,12
simulatedControlCondition,21, C31,1,2,1,1,1,1,23062017,91454,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,4,6,10
simulatedControlCondition,21, C31,1,2,1,1,1,1,23062017,91555,3, consequence, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,4,6,10
simulatedControlCondition,21, C31,1,2,2,2,2,2,23062017,91644,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,6,6,12
simulatedControlCondition,21, C31,1,2,2,2,2,2,23062017,91708,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,6,4,10
simulatedControlCondition,21, C31,1,2,2,2,2,2,23062017,91744,3, consequence, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,6,4,10
simulatedControlCondition,21, C31,2,6,6,8,3,1,23062017,91837,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,2,8,10
simulatedControlCondition,21, C31,2,6,6,8,3,1,23062017,91858,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,7,2,9
simulatedControlCondition,21, C31,2,6,6,8,3,1,23062017,91928,3, consequence, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,7,2,9
simulatedControlCondition,21, C31,2,6,3,5,4,2,23062017,91955,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,8,2,10
simulatedControlCondition,21, C31,2,6,3,5,4,2,23062017,92018,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,2,9,11
simulatedControlCondition,21, C31,2,6,3,5,4,2,23062017,92044,3, consequence, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, blue, red, red,8,2,10
simulatedControlCondition,21, C31,2,6,4,6,5,3,23062017,92107,1, learning, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,8,2,10
simulatedControlCondition,21, C31,2,6,4,6,5,3,23062017,92131,2, learning, halfRandom, west, east, control, counterclockwise, clockwise, counterclockwise, red, blue, red,3,8,11
simulatedControlCondition,21, C31,2,6,4,6,5,3,23062017,92156,3, consequence, halfRandom, west, east, treatment, counterclockwise, clockwise, clockwise, red, blue, blue,8,2,10
simulatedControlCondition,21, C31,2,6,2,4,6,4,23062017,92227,1, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,1,9,10
simulatedControlCondition,21, C31,2,6,2,4,6,4,23062017,92247,2, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,9,1,10
simulatedControlCondition,21, C31,2,6,2,4,6,4,23062017,92312,3, consequence, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,1,9,10
simulatedControlCondition,21, C31,2,6,5,7,7,5,23062017,92339,1, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,2,8,10
simulatedControlCondition,21, C31,2,6,5,7,7,5,23062017,92358,2, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,8,1,9
simulatedControlCondition,21, C31,2,6,5,7,7,5,23062017,92421,3, consequence, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,8,1,9
simulatedControlCondition,21, C31,2,6,1,3,8,6,23062017,92446,1, learning, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,6,4,10
simulatedControlCondition,21, C31,2,6,1,3,8,6,23062017,92507,2, learning, halfRandom, east, west, control, counterclockwise, clockwise, counterclockwise, blue, red, blue,4,6,10
simulatedControlCondition,21, C31,2,6,1,3,8,6,23062017,92529,3, consequence, halfRandom, east, west, treatment, counterclockwise, clockwise, clockwise, blue, red, red,6,4,10
simulatedControlCondition,21, C31,3,6,6,14,10,2,23062017,92903,1, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,8,6,14
simulatedControlCondition,21, C31,3,6,6,14,10,2,23062017,92917,2, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,2,6
simulatedControlCondition,21, C31,3,6,6,14,10,2,23062017,92933,3, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,0,6,6
simulatedControlCondition,21, C31,3,6,6,14,10,2,23062017,92959,4, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, blue, red, red,4,10,14
simulatedControlCondition,21, C31,3,6,6,14,10,2,23062017,93028,5, consequence, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,0,6,6
simulatedControlCondition,21, C31,3,6,6,14,10,2,23062017,93054,6, consequence, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, blue, red, blue,8,6,14
simulatedControlCondition,21, C31,3,6,3,11,11,3,23062017,93120,1, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,6,6,12
simulatedControlCondition,21, C31,3,6,3,11,11,3,23062017,93138,2, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,4,8
simulatedControlCondition,21, C31,3,6,3,11,11,3,23062017,93156,3, learning, halfRandom, west, east, control, clockwise, counterclockwise, clockwise, red, blue, red,2,6,8
simulatedControlCondition,21, C31,3,6,3,11,11,3,23062017,93219,4, learning, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,8,12
simulatedControlCondition,21, C31,3,6,3,11,11,3,23062017,93244,5, consequence, halfRandom, west, east, treatment, clockwise, counterclockwise, counterclockwise, red, blue, blue,4,8,12
